672,0,0,1,0,3,6,0,6,0
1,786,6,0,0,0,0,5,6,2
0,3,672,3,2,0,4,5,9,0
2,0,4,687,0,5,1,6,8,2
0,1,3,0,632,0,5,1,0,11
1,1,1,7,3,571,8,1,9,1
1,1,0,0,2,6,665,1,3,0
2,1,4,1,3,0,0,731,2,4
1,6,1,5,2,5,3,1,681,4
2,2,0,2,4,2,0,7,3,679
